rule,paragraph,directive
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,17.3 Department-Owned and Personal Property 47-58 Commander's Responsibilities
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,17.3 Department-Owned and Personal Property 59-64 Duplicate Keys-Locks
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,17.4 Damage and Repairs to Private Property 1-12 Instructions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,17.5 Grant Process 1-8 Grant Process
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 1-5 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 6-9 Assisting Outside Agencies
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 10-12 Requesting Assistance From Outside Agencies
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 13-16 Emergency Incident Management Mutual Aid
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance 17-20 Requesting Assistance (National Guard or Federal)
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,2.1 Emergency/Special Event Mutual Aid & Outside Agency Assistance Appendix A First Responder and Incident Commander Initial Tasks
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,2.2 Reporting Law Enforcement Activity by Officers Outside of the Jurisdiction 1-3 Law Enforcement Assistance to Agencies Outside the City
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 1-5 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 6-25 Limitations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 26-27 Procedure For Requesting Limited-Duty Assignment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 28-32 Temporary Limited-Duty Assignments
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 33-39 Request For and Assignment to Temporary Limited Duty
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 40-41 Limited Duty Schedules
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 41-43 Accountability
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 44-45 Medical Examinations
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 46 Pregnancy
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 47-48 Employee Notification of Pregnancy
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 49-51 Supervisor's Responsibility For Employee Pregnancies
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 52 Probationary Employees
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2 Limited-Duty Assignments 53-54 Maintenance of Certification and Training
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.6 Officer Assistance Program: Member Mental Health Services 1-4 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.6 Officer Assistance Program: Member Mental Health Services 5-12 General
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.6 Officer Assistance Program: Member Mental Health Services 13-16 Confidentiality
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.7 Officer Assistance Program: Traumatic Incident Stress Management 1-2 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.7 Officer Assistance Program: Traumatic Incident Stress Management 3 Procedures
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.7 Officer Assistance Program: Traumatic Incident Stress Management 4-7 Traumatic Incident Team Deployment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.7 Officer Assistance Program: Traumatic Incident Stress Management 8-13 Post-Shooting Referral to the Officer Assistance Program
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.7 Officer Assistance Program: Traumatic Incident Stress Management 14-18 Critical Incident Stress Management Procedures
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.7 Officer Assistance Program: Traumatic Incident Stress Management 19-23 Department Referrals to the Officer Assistance Program
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.7 Officer Assistance Program: Traumatic Incident Stress Management 24-27 Confidentiality
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.8 New Orleans Police Peer Assistance 1-2 Peer Assistance Counseling Procedures
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.8 New Orleans Police Peer Assistance 3-10 Critical Incident Stress Management Procedures
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"22.2.8 New Orleans Police Peer Assistance 11-13 Peer Assistance Management, Membership, and Training"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.8 New Orleans Police Peer Assistance 14 Membership Application and Selection
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.2.8 New Orleans Police Peer Assistance 15-19 Confidentiality
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.3 Annual Leave 1-13 Requesting Annual Leave
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"22.3 Annual Leave 14-16 Denial Revocation, or Cancellation of Annual Leave"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.3 Annual Leave 17-18 Emergencies Declared by the Superintendent
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.3 Annual Leave 19 Requests For Annual leave During an Emergency
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.3 Annual Leave 20-24 Emergency Incidents Declared by the City
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.3 Annual Leave 25-28 Emergency Leave
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.3.6 Lactation Breaks 1-4 Lactation Break Time
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.3.6 Lactation Breaks 5-9 Private Location
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.6 Exit Interviews 1-7 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.6 Exit Interviews 8-9 Reporting Requirements
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 1-3 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 4-14 Approval Process
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 15-19 Appeal of Denial of Outside Employment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 20-22 Revocation/Suspension of an Approved Outside Employment Application
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 23-27 General Information
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 28-29 Restricted Outside Security Employment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 30-31 Restricted Outside Employment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 32 Department Resources
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 33 Training and Handling of Canines- Outside Employment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 34 Attorneys-Outside Employment
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,22.9 Outside Employment 35-36 Changes in Outside Employment Status
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,25.1 Employee Grievances 1-5 General Information
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,25.1 Employee Grievances 6-15 Grievance Filing Procedure
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,25.1 Employee Grievances 16-24 Supervisor's Responsibility
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,25.1 Employee Grievances 25 PIB Referral of Complaint Allegation That is a Grievance
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,25.1 Employee Grievances 26-28 Employee Relations Unit
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 1-5 Adjudication of Misconduct
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 6-9 Predisposition Conferences and Pre-Disciplinary Hearings-General
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 10-15 PIB Predisposition Conference
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 16-20 Conduct of the PIB Predisposition Conference
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 21 Waiver of PIB Predisposition Conference
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 22-25 Bureau Predisposition Conference
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 26 Forum of Bureau Predisposition Conference
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 27-34 Conduct of Bureau Predisposition Conference
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 35 Waiver of Bureau Predisposition Conference
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 36 Pre-Disciplinary Hearing
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 37-42 Forum of Pre-Disciplinary Hearing
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 43-46 Conduct of Pre-Disciplinary Hearing
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 47-54 Penalty Recommendation
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 55 Pre-Disciplinary Hearing Disposition Form Instructions
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 56-66 Scheduling and Notifications
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 67-71 Bureau Predisposition Conference-Scheduling and Notice
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 72-73 Hearing Packet Submission and Review
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 74-76 Disciplinary Letter
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 77-88 Responsibilities of the Public Integrity Bureau
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 89-93 Responsibilities of Bureau
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2 Adjudication of Misconduct 94-98 Responsibilities of Accused Employee
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2.1 Disciplinary Matric/Penalty Schedule 1-2 Policy Statement
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2.1 Disciplinary Matric/Penalty Schedule 3 Disciplinary Matrix
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2.1 Disciplinary Matric/Penalty Schedule 4 Aggravating and Mitigating Circumstances
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2.1 Disciplinary Matric/Penalty Schedule 5 Penalty Schedule
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,"26.2.1 Disciplinary Matric/Penalty Schedule 6-14 Rule Two"" Moral Conduct"
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2.1 Disciplinary Matric/Penalty Schedule 15-29 Rule Three: Professionalism
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2.1 Disciplinary Matric/Penalty Schedule 30-42 Rule Four: Performance of Duty
Rule 4: Performance of Duty,PARAGRAPH 02 - Instructions from Authoritative Source,26.2.1 Disciplinary Matric/Penalty Schedule 43-55 Rule Five: Restricted Activities
